0,1,2
images/img_16366135369.png,1,1
images/img_16366135388.png,1,1
images/img_16366135390.png,1,1
images/img_16366135405.png,1,1
images/img_16366135406.png,1,1
images/img_16366135418.png,1,1
images/img_16366135420.png,1,1
images/img_16366135436.png,1,1
images/img_16366135438.png,1,1
images/img_16366135451.png,1,1
images/img_16366135452.png,1,1
images/img_16366135466.png,1,1
images/img_16366135485.png,1,1
images/img_16366135571.png,-1,0
images/img_16366135573.png,-1,0
images/img_16366135588.png,-1,0
images/img_16366135629.png,-1,0
images/img_16366135694.png,-1,0
images/img_16366136070.png,1,1
images/img_16366136088.png,1,1
images/img_16366136090.png,1,1
images/img_16366136100.png,1,1
images/img_16366136102.png,1,1
images/img_16366136116.png,1,1
images/img_16366136126.png,1,1
images/img_16366136138.png,1,1
images/img_16366136150.png,1,1
images/img_16366136152.png,1,0
images/img_16366136162.png,1,1
images/img_16366136264.png,1,0
images/img_16366136290.png,1,0
images/img_16366136354.png,1,-1
images/img_16366136412.png,1,-1
images/img_16366136414.png,1,-1
images/img_16366136465.png,1,1
images/img_16366136669.png,1,0
images/img_16366136762.png,1,1
images/img_16366136764.png,1,1
images/img_16366136774.png,1,1
images/img_16366136776.png,1,1
images/img_16366136786.png,1,1
images/img_16366136868.png,-1,0
images/img_16366136869.png,-1,0
images/img_16366137230.png,1,1
images/img_16366137232.png,1,1
images/img_16366137244.png,1,1
images/img_16366137246.png,1,1
images/img_16366137263.png,1,1
images/img_16366137265.png,1,1
images/img_16366137277.png,1,1
images/img_16366137278.png,1,1
images/img_16366137289.png,1,1
images/img_16366137302.png,1,1
images/img_16366137322.png,1,1
images/img_16366137324.png,1,1
images/img_16366137469.png,1,-1
images/img_16366137532.png,1,-1
images/img_16366137546.png,1,-1
images/img_16366137547.png,1,-1
images/img_16366137554.png,1,-1
images/img_16366137555.png,1,-1
images/img_16366137574.png,1,-1
images/img_16366137576.png,1,-1
images/img_16366137596.png,1,-1
images/img_16366137598.png,1,-1
images/img_16366137609.png,1,-1
images/img_16366137620.png,1,-1
images/img_16366137622.png,1,-1
images/img_16366137832.png,1,-1
images/img_16366137843.png,1,-1
images/img_16366137853.png,1,0
images/img_16366137855.png,1,0
images/img_16366137868.png,1,-1
images/img_16366137870.png,1,-1
images/img_16366137882.png,1,-1
images/img_16366137893.png,1,0
images/img_16366137902.png,1,-1
images/img_16366137912.png,1,-1
images/img_16366137914.png,1,0
images/img_16366137924.png,1,0
images/img_16366138000.png,1,1
images/img_16366138002.png,1,1
images/img_16366138127.png,1,1
images/img_16366138203.png,1,1
images/img_16366138320.png,1,-1
images/img_16366138322.png,1,-1
images/img_16366138430.png,1,1
images/img_16366138432.png,1,1
images/img_16366138512.png,1,-1
images/img_16366138578.png,1,0
images/img_16366138580.png,1,0
images/img_16366138766.png,1,-1
images/img_16366138768.png,1,-1
images/img_16366138792.png,1,-1
images/img_16366138806.png,1,-1
images/img_16366138830.png,1,-1
images/img_16366138846.png,1,-1
images/img_16366138856.png,1,-1
images/img_16366138858.png,1,0
images/img_16366138917.png,1,1
images/img_16366138919.png,1,1
images/img_16366138988.png,1,-1
images/img_16366138990.png,1,-1
images/img_16366139163.png,1,0
images/img_16366139165.png,1,0
images/img_16366139300.png,1,0
images/img_16366139302.png,1,0
images/img_16366139414.png,1,1
images/img_16366139437.png,1,1
images/img_16366139438.png,1,1
images/img_16366139469.png,1,1
images/img_16366139491.png,1,1
images/img_16366139493.png,1,1
images/img_16366139528.png,1,0
images/img_16366139604.png,1,-1
images/img_16366139607.png,1,-1
images/img_16366139716.png,1,1
images/img_16366139718.png,1,1
images/img_16366139749.png,1,1
images/img_16366139776.png,1,1
images/img_16366139803.png,1,1
images/img_16366139829.png,1,1
images/img_16366139831.png,1,1
images/img_16366139858.png,1,1
images/img_16366139973.png,1,0
images/img_16366140032.png,1,-1
images/img_16366140034.png,1,-1
images/img_16366140107.png,1,1
images/img_16366140109.png,1,1
images/img_16366140314.png,1,1
images/img_16366140316.png,1,1
images/img_16366140390.png,1,0
images/img_16366140391.png,1,0
images/img_16366140417.png,1,1
images/img_16366140446.png,1,1
images/img_16366140476.png,1,0
images/img_16366140478.png,1,0
images/img_16366140513.png,1,0
images/img_16366140595.png,-1,0
images/img_16366140596.png,-1,0
images/img_16366140604.png,-1,0
images/img_16366140606.png,-1,0
images/img_16366140762.png,1,1
images/img_16366140773.png,1,1
